Sample Id	NKX2-1: Putative copy-number alterations from GISTIC	OXA1L: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2) (log2(value + 1))	Copy Number Alterations
TCGA-QH-A6X9-01	Diploid	1186.41	NKX2-1: Diploid
TCGA-QH-A6XA-01	Diploid	1204.1	NKX2-1: Diploid
TCGA-QH-A6XC-01	Diploid	1534.63	NKX2-1: Diploid
TCGA-QH-A86X-01	Diploid	1383.26	NKX2-1: Diploid
TCGA-QH-A870-01	Diploid	1361.67	NKX2-1: Diploid
TCGA-R8-A6MK-01	Diploid	1385.08	NKX2-1: Diploid
TCGA-R8-A6ML-01	Diploid	1372	NKX2-1: Diploid
TCGA-R8-A6MO-01	Diploid	1405.25	NKX2-1: Diploid
TCGA-R8-A6YH-01	Diploid	1495.38	NKX2-1: Diploid
TCGA-RY-A83X-01	Diploid	1166.21	NKX2-1: Diploid
TCGA-RY-A83Y-01	Diploid	1621.55	NKX2-1: Diploid
TCGA-RY-A83Z-01	Diploid	1448.25	NKX2-1: Diploid
TCGA-RY-A843-01	Diploid	1309.14	NKX2-1: Diploid
TCGA-RY-A845-01	Diploid	1077.05	NKX2-1: Diploid
TCGA-RY-A847-01	Diploid	1082.55	NKX2-1: Diploid
TCGA-S9-A6TU-01	Diploid	1630.03	NKX2-1: Diploid
TCGA-S9-A6TV-01	Diploid	1892.86	NKX2-1: Diploid
TCGA-S9-A6TW-01	Diploid	1902.44	NKX2-1: Diploid
TCGA-S9-A6TX-01	Diploid	1257.68	NKX2-1: Diploid
TCGA-S9-A6TY-01	Diploid	1223.4	NKX2-1: Diploid
TCGA-S9-A6TZ-01	Diploid	1140.74	NKX2-1: Diploid
TCGA-S9-A6U0-01	Diploid	1750.55	NKX2-1: Diploid
TCGA-S9-A6U1-01	Diploid	1346.75	NKX2-1: Diploid
TCGA-S9-A6U2-01	Diploid	1022.24	NKX2-1: Diploid
TCGA-S9-A6U5-01	Diploid	1341.35	NKX2-1: Diploid
TCGA-S9-A6U6-01	Diploid	1190.65	NKX2-1: Diploid
TCGA-S9-A6U8-01	Diploid	1414.49	NKX2-1: Diploid
TCGA-S9-A6U9-01	Diploid	1447.23	NKX2-1: Diploid
TCGA-S9-A6UA-01	Diploid	2012.22	NKX2-1: Diploid
TCGA-S9-A6UB-01	Diploid	1195.76	NKX2-1: Diploid
TCGA-S9-A6WD-01	Diploid	1183.57	NKX2-1: Diploid
TCGA-S9-A6WE-01	Diploid	1072.16	NKX2-1: Diploid
TCGA-S9-A6WG-01	Diploid	1506.39	NKX2-1: Diploid
TCGA-S9-A6WH-01	Diploid	1238.59	NKX2-1: Diploid
TCGA-S9-A6WI-01	Diploid	1116.87	NKX2-1: Diploid
TCGA-S9-A6WL-01	Diploid	1335.89	NKX2-1: Diploid
TCGA-S9-A6WN-01	Diploid	1283.89	NKX2-1: Diploid
TCGA-S9-A6WO-01	Diploid	1265.86	NKX2-1: Diploid
TCGA-S9-A6WP-01	Diploid	1399.67	NKX2-1: Diploid
TCGA-S9-A6WQ-01	Diploid	1743.06	NKX2-1: Diploid
TCGA-S9-A7IQ-01	Diploid	1119.13	NKX2-1: Diploid
TCGA-S9-A7IS-01	Diploid	1316.31	NKX2-1: Diploid
TCGA-S9-A7IY-01	Diploid	1226.85	NKX2-1: Diploid
TCGA-S9-A7IZ-01	Diploid	1684.23	NKX2-1: Diploid
TCGA-S9-A7J0-01	Diploid	1232.91	NKX2-1: Diploid
TCGA-S9-A7J1-01	Diploid	1303.69	NKX2-1: Diploid
TCGA-S9-A7J2-01	Diploid	1099.53	NKX2-1: Diploid
TCGA-S9-A7J3-01	Diploid	1230.92	NKX2-1: Diploid
TCGA-S9-A7QW-01	Diploid	1235.35	NKX2-1: Diploid
TCGA-S9-A7QX-01	Diploid	2024.12	NKX2-1: Diploid
TCGA-S9-A7QY-01	Diploid	1269.49	NKX2-1: Diploid
TCGA-S9-A7R1-01	Diploid	1140.11	NKX2-1: Diploid
TCGA-S9-A7R3-01	Diploid	1272.12	NKX2-1: Diploid
TCGA-S9-A7R4-01	Diploid	1414.5	NKX2-1: Diploid
TCGA-S9-A7R7-01	Diploid	1490.52	NKX2-1: Diploid
TCGA-S9-A89Z-01	Diploid	1530.14	NKX2-1: Diploid
TCGA-TM-A7C4-01	Diploid	1005.84	NKX2-1: Diploid
TCGA-TM-A7C5-01	Diploid	1510.38	NKX2-1: Diploid
TCGA-TM-A7CA-01	Diploid	1107.45	NKX2-1: Diploid
TCGA-TM-A7CF-01	Diploid	1137.14	NKX2-1: Diploid
TCGA-TM-A84B-01	Diploid	1491.37	NKX2-1: Diploid
TCGA-TM-A84C-01	Diploid	1718.58	NKX2-1: Diploid
TCGA-TM-A84F-01	Diploid	1642.82	NKX2-1: Diploid
TCGA-TM-A84G-01	Diploid	1147.78	NKX2-1: Diploid
TCGA-TM-A84H-01	Diploid	1070.73	NKX2-1: Diploid
TCGA-TM-A84J-01	Diploid	1142.68	NKX2-1: Diploid
TCGA-TM-A84L-01	Diploid	1417.81	NKX2-1: Diploid
TCGA-TM-A84M-01	Diploid	863.053	NKX2-1: Diploid
TCGA-TM-A84O-01	Diploid	1419.52	NKX2-1: Diploid
TCGA-TM-A84Q-01	Diploid	1737.23	NKX2-1: Diploid
TCGA-TM-A84R-01	Diploid	863.154	NKX2-1: Diploid
TCGA-TM-A84S-01	Diploid	1224.53	NKX2-1: Diploid
TCGA-TM-A84T-01	Diploid	1503.48	NKX2-1: Diploid
TCGA-TQ-A7RF-01	Diploid	1881.32	NKX2-1: Diploid
TCGA-TQ-A7RG-01	Diploid	1159.02	NKX2-1: Diploid
TCGA-TQ-A7RH-01	Diploid	1609.23	NKX2-1: Diploid
TCGA-TQ-A7RI-01	Diploid	1062.16	NKX2-1: Diploid
TCGA-TQ-A7RJ-01	Diploid	1322.33	NKX2-1: Diploid
TCGA-TQ-A7RK-01	Diploid	1350.13	NKX2-1: Diploid
TCGA-TQ-A7RM-01	Diploid	1200.64	NKX2-1: Diploid
TCGA-TQ-A7RO-01	Diploid	1210.41	NKX2-1: Diploid
TCGA-TQ-A7RP-01	Diploid	1727.36	NKX2-1: Diploid
TCGA-TQ-A7RQ-01	Diploid	1124.92	NKX2-1: Diploid
TCGA-TQ-A7RS-01	Diploid	1154.74	NKX2-1: Diploid
TCGA-TQ-A7RU-01	Diploid	1014.35	NKX2-1: Diploid
TCGA-TQ-A7RV-01	Diploid	1357.52	NKX2-1: Diploid
TCGA-TQ-A7RW-01	Diploid	1393.98	NKX2-1: Diploid
TCGA-VM-A8C8-01	Diploid	1745.29	NKX2-1: Diploid
TCGA-VM-A8C9-01	Diploid	1642.79	NKX2-1: Diploid
TCGA-VM-A8CA-01	Diploid	1390.53	NKX2-1: Diploid
TCGA-VM-A8CE-01	Diploid	1176.94	NKX2-1: Diploid
TCGA-VM-A8CH-01	Diploid	1689.5	NKX2-1: Diploid
TCGA-VV-A86M-01	Diploid	2030.13	NKX2-1: Diploid
TCGA-VW-A7QS-01	Diploid	1460.64	NKX2-1: Diploid
TCGA-VW-A8FI-01	Diploid	2144.22	NKX2-1: Diploid
TCGA-W9-A837-01	Diploid	1036.66	NKX2-1: Diploid
TCGA-WH-A86K-01	Diploid	1647.24	NKX2-1: Diploid
TCGA-WY-A859-01	Diploid	1250.2	NKX2-1: Diploid
TCGA-WY-A85A-01	Diploid	1107.94	NKX2-1: Diploid
TCGA-WY-A85C-01	Diploid	1449.12	NKX2-1: Diploid
TCGA-WY-A85D-01	Diploid	1441.32	NKX2-1: Diploid
TCGA-WY-A85E-01	Diploid	1160.68	NKX2-1: Diploid
TCGA-2V-A95S-01	Diploid	3276.1	NKX2-1: Diploid
TCGA-2Y-A9GT-01	Diploid	2150.19	NKX2-1: Diploid
TCGA-2Y-A9GU-01	Diploid	4831.34	NKX2-1: Diploid
TCGA-2Y-A9GV-01	Diploid	2283.42	NKX2-1: Diploid
TCGA-2Y-A9H0-01	Diploid	2665.62	NKX2-1: Diploid
TCGA-2Y-A9H1-01	Diploid	4976	NKX2-1: Diploid
TCGA-2Y-A9H4-01	Diploid	3290.62	NKX2-1: Diploid
TCGA-2Y-A9H5-01	Diploid	2998.13	NKX2-1: Diploid
TCGA-2Y-A9H6-01	Diploid	3155.41	NKX2-1: Diploid
TCGA-2Y-A9H7-01	Diploid	4871.93	NKX2-1: Diploid
TCGA-2Y-A9H9-01	Diploid	3542.65	NKX2-1: Diploid
TCGA-2Y-A9HA-01	Diploid	3619.09	NKX2-1: Diploid
TCGA-2Y-A9HB-01	Diploid	4372	NKX2-1: Diploid
TCGA-4R-AA8I-01	Diploid	4041.21	NKX2-1: Diploid
TCGA-5C-A9VH-01	Diploid	3363.01	NKX2-1: Diploid
TCGA-5R-AA1C-01	Diploid	3225.55	NKX2-1: Diploid
TCGA-5R-AA1D-01	Diploid	3116.79	NKX2-1: Diploid
TCGA-5R-AAAM-01	Diploid	3324.96	NKX2-1: Diploid
TCGA-BC-4072-01	Diploid	3852.05	NKX2-1: Diploid
TCGA-BC-4073-01	Diploid	3821.13	NKX2-1: Diploid
TCGA-BC-A10S-01	Diploid	3139.44	NKX2-1: Diploid
TCGA-BC-A10T-01	Diploid	3648	NKX2-1: Diploid
TCGA-BC-A10U-01	Diploid	2286.25	NKX2-1: Diploid
TCGA-BC-A10W-01	Diploid	2948.55	NKX2-1: Diploid
TCGA-BC-A10X-01	Diploid	2710.98	NKX2-1: Diploid
TCGA-BC-A10Y-01	Diploid	3732.25	NKX2-1: Diploid
TCGA-BC-A10Z-01	Diploid	3290.84	NKX2-1: Diploid
TCGA-BC-A110-01	Diploid	2768	NKX2-1: Diploid
TCGA-BC-A216-01	Diploid	3340.3	NKX2-1: Diploid
TCGA-BC-A5W4-01	Diploid	3168.58	NKX2-1: Diploid
TCGA-BC-A69H-01	Diploid	6356.2	NKX2-1: Diploid
TCGA-BC-A69I-01	Diploid	3423.7	NKX2-1: Diploid
TCGA-BC-A8YO-01	Diploid	2559.32	NKX2-1: Diploid
TCGA-CC-5262-01	Diploid	3830.24	NKX2-1: Diploid
TCGA-CC-5263-01	Diploid	2042.61	NKX2-1: Diploid
TCGA-CC-A5UC-01	Diploid	4122.84	NKX2-1: Diploid
TCGA-CC-A5UD-01	Diploid	5315.2	NKX2-1: Diploid
TCGA-CC-A7IF-01	Diploid	3709.88	NKX2-1: Diploid
TCGA-CC-A7IH-01	Diploid	2345.55	NKX2-1: Diploid
TCGA-CC-A7IL-01	Diploid	2881.31	NKX2-1: Diploid
TCGA-CC-A8HU-01	Diploid	3897.63	NKX2-1: Diploid
TCGA-CC-A9FS-01	Diploid	2695.15	NKX2-1: Diploid
TCGA-CC-A9FV-01	Diploid	2542.75	NKX2-1: Diploid
TCGA-CC-A9FW-01	Diploid	4761.96	NKX2-1: Diploid
TCGA-DD-A116-01	Diploid	6221.66	NKX2-1: Diploid
TCGA-DD-A11B-01	Diploid	2788.71	NKX2-1: Diploid
TCGA-DD-A11D-01	Diploid	2506.17	NKX2-1: Diploid
TCGA-DD-A1EA-01	Diploid	2287.26	NKX2-1: Diploid
TCGA-DD-A1EB-01	Diploid	3353.57	NKX2-1: Diploid
TCGA-DD-A1EC-01	Diploid	3375.15	NKX2-1: Diploid
TCGA-DD-A1ED-01	Diploid	3391.46	NKX2-1: Diploid
TCGA-DD-A1EE-01	Diploid	2586.14	NKX2-1: Diploid
TCGA-DD-A1EF-01	Diploid	3512.48	NKX2-1: Diploid
TCGA-DD-A1EH-01	Diploid	2258.18	NKX2-1: Diploid
TCGA-DD-A1EK-01	Diploid	3199.16	NKX2-1: Diploid
TCGA-DD-A39V-01	Diploid	4129.97	NKX2-1: Diploid
TCGA-DD-A39W-01	Diploid	4629.79	NKX2-1: Diploid
TCGA-DD-A39Z-01	Diploid	3375.78	NKX2-1: Diploid
TCGA-DD-A3A2-01	Diploid	4284	NKX2-1: Diploid
TCGA-DD-A3A3-01	Diploid	4912.45	NKX2-1: Diploid
TCGA-DD-A3A4-01	Diploid	3536.49	NKX2-1: Diploid
TCGA-DD-A3A5-01	Diploid	4017.4	NKX2-1: Diploid
TCGA-DD-A3A6-01	Diploid	3399.65	NKX2-1: Diploid
TCGA-DD-A3A8-01	Diploid	4438.17	NKX2-1: Diploid
TCGA-DD-A4NA-01	Diploid	2780.77	NKX2-1: Diploid
TCGA-DD-A4NF-01	Diploid	3331	NKX2-1: Diploid
TCGA-DD-A4NJ-01	Diploid	3345.73	NKX2-1: Diploid
TCGA-DD-A4NK-01	Diploid	2597.17	NKX2-1: Diploid
TCGA-DD-A4NL-01	Diploid	3353.06	NKX2-1: Diploid
TCGA-DD-A4NN-01	Diploid	3640.06	NKX2-1: Diploid
TCGA-DD-A4NP-01	Diploid	3869.07	NKX2-1: Diploid
TCGA-DD-A4NR-01	Diploid	3335.14	NKX2-1: Diploid
TCGA-DD-A4NS-01	Diploid	2524.52	NKX2-1: Diploid
TCGA-DD-A4NV-01	Diploid	2242.15	NKX2-1: Diploid
TCGA-DD-A73A-01	Diploid	3751.38	NKX2-1: Diploid
TCGA-DD-A73B-01	Diploid	3816.14	NKX2-1: Diploid
TCGA-DD-A73C-01	Diploid	3349.55	NKX2-1: Diploid
TCGA-DD-A73D-01	Diploid	3211.32	NKX2-1: Diploid
TCGA-DD-A73E-01	Diploid	3823.4	NKX2-1: Diploid
TCGA-DD-A73F-01	Diploid	3933.67	NKX2-1: Diploid
TCGA-DD-A73G-01	Diploid	5023.29	NKX2-1: Diploid
TCGA-DD-AAC8-01	Diploid	4419.12	NKX2-1: Diploid
TCGA-DD-AAC9-01	Diploid	3348.81	NKX2-1: Diploid
TCGA-DD-AACA-01	Diploid	4196.89	NKX2-1: Diploid
TCGA-DD-AACC-01	Diploid	3573.3	NKX2-1: Diploid
TCGA-DD-AACD-01	Diploid	4980.58	NKX2-1: Diploid
TCGA-DD-AACF-01	Diploid	5972.31	NKX2-1: Diploid
TCGA-DD-AACH-01	Diploid	2765.06	NKX2-1: Diploid
TCGA-DD-AACI-01	Diploid	3125.84	NKX2-1: Diploid
TCGA-DD-AACJ-01	Diploid	4433.53	NKX2-1: Diploid
TCGA-DD-AACK-01	Diploid	4214.32	NKX2-1: Diploid
TCGA-DD-AACL-01	Diploid	3993.37	NKX2-1: Diploid
TCGA-DD-AACO-01	Diploid	6076.98	NKX2-1: Diploid
TCGA-DD-AACP-01	Diploid	5113.17	NKX2-1: Diploid
TCGA-DD-AACQ-01	Diploid	4233.81	NKX2-1: Diploid
TCGA-DD-AACS-01	Diploid	2370.68	NKX2-1: Diploid
TCGA-DD-AACT-01	Diploid	2926.59	NKX2-1: Diploid
TCGA-DD-AACW-01	Diploid	3977.5	NKX2-1: Diploid
TCGA-DD-AACX-01	Diploid	3943.85	NKX2-1: Diploid
TCGA-DD-AACY-01	Diploid	3648.92	NKX2-1: Diploid
TCGA-DD-AAD0-01	Diploid	2234.74	NKX2-1: Diploid
TCGA-DD-AAD1-01	Diploid	2774.4	NKX2-1: Diploid
TCGA-DD-AAD2-01	Diploid	3322.22	NKX2-1: Diploid
TCGA-DD-AAD3-01	Diploid	3095.19	NKX2-1: Diploid
TCGA-DD-AAD6-01	Diploid	3371.8	NKX2-1: Diploid
TCGA-DD-AAD8-01	Diploid	4687.9	NKX2-1: Diploid
TCGA-DD-AADA-01	Diploid	4314.97	NKX2-1: Diploid
TCGA-DD-AADC-01	Diploid	2731.02	NKX2-1: Diploid
TCGA-DD-AADG-01	Diploid	3152.97	NKX2-1: Diploid
TCGA-DD-AADI-01	Diploid	4365.75	NKX2-1: Diploid
TCGA-DD-AADJ-01	Diploid	4758.22	NKX2-1: Diploid
TCGA-DD-AADK-01	Diploid	3386.6	NKX2-1: Diploid
TCGA-DD-AADM-01	Diploid	4230.75	NKX2-1: Diploid
TCGA-DD-AADP-01	Diploid	3628.38	NKX2-1: Diploid
TCGA-DD-AADQ-01	Diploid	4446.13	NKX2-1: Diploid
TCGA-DD-AADS-01	Diploid	3678.85	NKX2-1: Diploid
TCGA-DD-AADU-01	Diploid	11847	NKX2-1: Diploid
TCGA-DD-AADY-01	Diploid	2863.27	NKX2-1: Diploid
TCGA-DD-AAE1-01	Diploid	4008.73	NKX2-1: Diploid
TCGA-DD-AAE4-01	Diploid	3998.82	NKX2-1: Diploid
TCGA-DD-AAE7-01	Diploid	2939.57	NKX2-1: Diploid
TCGA-DD-AAE9-01	Diploid	5203.06	NKX2-1: Diploid
TCGA-DD-AAEA-01	Diploid	3124.68	NKX2-1: Diploid
TCGA-DD-AAEB-01	Diploid	3505.86	NKX2-1: Diploid
TCGA-DD-AAED-01	Diploid	4389.78	NKX2-1: Diploid
TCGA-DD-AAEE-01	Diploid	3795.13	NKX2-1: Diploid
TCGA-DD-AAEG-01	Diploid	5176.53	NKX2-1: Diploid
TCGA-DD-AAEH-01	Diploid	3104.03	NKX2-1: Diploid
TCGA-DD-AAEI-01	Diploid	4838.22	NKX2-1: Diploid
TCGA-DD-AAEK-01	Diploid	2698.64	NKX2-1: Diploid
TCGA-DD-AAVP-01	Diploid	5100.44	NKX2-1: Diploid
TCGA-DD-AAVQ-01	Diploid	3403.23	NKX2-1: Diploid
TCGA-DD-AAVR-01	Diploid	4922.85	NKX2-1: Diploid
TCGA-DD-AAVS-01	Diploid	3126.39	NKX2-1: Diploid
TCGA-DD-AAVW-01	Diploid	2683.09	NKX2-1: Diploid
TCGA-DD-AAVX-01	Diploid	3361.24	NKX2-1: Diploid
TCGA-DD-AAVY-01	Diploid	2689.58	NKX2-1: Diploid
TCGA-DD-AAVZ-01	Diploid	3139.44	NKX2-1: Diploid
TCGA-DD-AAW0-01	Diploid	2824.26	NKX2-1: Diploid
TCGA-DD-AAW1-01	Diploid	2872.3	NKX2-1: Diploid
TCGA-DD-AAW2-01	Diploid	3197.99	NKX2-1: Diploid
TCGA-DD-AAW3-01	Diploid	3016.53	NKX2-1: Diploid
TCGA-ED-A4XI-01	Diploid	3582.89	NKX2-1: Diploid
TCGA-ED-A5KG-01	Diploid	2665.15	NKX2-1: Diploid
TCGA-ED-A627-01	Diploid	2333.14	NKX2-1: Diploid
TCGA-ED-A66X-01	Diploid	3281.07	NKX2-1: Diploid
TCGA-ED-A7PY-01	Diploid	3366.15	NKX2-1: Diploid
TCGA-ED-A7XP-01	Diploid	3017.29	NKX2-1: Diploid
TCGA-ED-A8O5-01	Diploid	4418.38	NKX2-1: Diploid
TCGA-ED-A97K-01	Diploid	1526.14	NKX2-1: Diploid
TCGA-EP-A12J-01	Diploid	2937.46	NKX2-1: Diploid
TCGA-EP-A26S-01	Diploid	2439.28	NKX2-1: Diploid
TCGA-EP-A2KA-01	Diploid	3758.6	NKX2-1: Diploid
TCGA-EP-A2KC-01	Diploid	3251.61	NKX2-1: Diploid
TCGA-EP-A3JL-01	Diploid	3460.78	NKX2-1: Diploid
TCGA-ES-A2HT-01	Diploid	4036.89	NKX2-1: Diploid
TCGA-FV-A23B-01	Diploid	3550.94	NKX2-1: Diploid
TCGA-FV-A2QQ-01	Diploid	5049.47	NKX2-1: Diploid
TCGA-FV-A2QR-01	Diploid	2299.08	NKX2-1: Diploid
TCGA-FV-A3I1-01	Diploid	3698.37	NKX2-1: Diploid
TCGA-FV-A3R2-01	Diploid	3343.91	NKX2-1: Diploid
TCGA-FV-A3R3-01	Diploid	4406.36	NKX2-1: Diploid
TCGA-FV-A495-01	Diploid	4481.1	NKX2-1: Diploid
TCGA-FV-A496-01	Diploid	3453.67	NKX2-1: Diploid
TCGA-FV-A4ZQ-01	Diploid	3895.56	NKX2-1: Diploid
TCGA-G3-A25T-01	Diploid	4298.79	NKX2-1: Diploid
TCGA-G3-A25U-01	Diploid	3091.93	NKX2-1: Diploid
TCGA-G3-A25V-01	Diploid	3354.93	NKX2-1: Diploid
TCGA-G3-A25Y-01	Diploid	3196.32	NKX2-1: Diploid
TCGA-G3-A25Z-01	Diploid	4721.77	NKX2-1: Diploid
TCGA-G3-A3CI-01	Diploid	4136.86	NKX2-1: Diploid
TCGA-G3-A3CJ-01	Diploid	3716.03	NKX2-1: Diploid
TCGA-G3-A3CK-01	Diploid	4007.01	NKX2-1: Diploid
TCGA-G3-A5SI-01	Diploid	2816.96	NKX2-1: Diploid
TCGA-G3-A5SJ-01	Diploid	3308.37	NKX2-1: Diploid
TCGA-G3-A5SL-01	Diploid	3462.1	NKX2-1: Diploid
TCGA-G3-A6UC-01	Diploid	2742.87	NKX2-1: Diploid
TCGA-G3-A7M5-01	Diploid	3658.05	NKX2-1: Diploid
TCGA-G3-A7M6-01	Diploid	2403.1	NKX2-1: Diploid
TCGA-G3-A7M7-01	Diploid	4308.49	NKX2-1: Diploid
TCGA-G3-A7M8-01	Diploid	4272.1	NKX2-1: Diploid
TCGA-G3-AAUZ-01	Diploid	4427.88	NKX2-1: Diploid
TCGA-G3-AAV0-01	Diploid	3410.08	NKX2-1: Diploid
TCGA-G3-AAV2-01	Diploid	3390.59	NKX2-1: Diploid
TCGA-G3-AAV3-01	Diploid	2854.38	NKX2-1: Diploid
TCGA-G3-AAV4-01	Diploid	3082.49	NKX2-1: Diploid
TCGA-G3-AAV5-01	Diploid	4204.09	NKX2-1: Diploid
TCGA-GJ-A3OU-01	Diploid	1923.04	NKX2-1: Diploid
TCGA-GJ-A6C0-01	Diploid	2340.18	NKX2-1: Diploid
TCGA-GJ-A9DB-01	Diploid	3462.28	NKX2-1: Diploid
TCGA-HP-A5MZ-01	Diploid	3792.71	NKX2-1: Diploid
TCGA-HP-A5N0-01	Diploid	2747.55	NKX2-1: Diploid
TCGA-K7-A5RF-01	Diploid	2245.64	NKX2-1: Diploid
TCGA-K7-A6G5-01	Diploid	3555.48	NKX2-1: Diploid
TCGA-K7-AAU7-01	Diploid	2263.09	NKX2-1: Diploid
TCGA-KR-A7K0-01	Diploid	3129.89	NKX2-1: Diploid
TCGA-KR-A7K8-01	Diploid	3459.97	NKX2-1: Diploid
TCGA-LG-A6GG-01	Diploid	2930.2	NKX2-1: Diploid
TCGA-LG-A9QC-01	Diploid	3257.66	NKX2-1: Diploid
TCGA-LG-A9QD-01	Diploid	3011.89	NKX2-1: Diploid
TCGA-MI-A75C-01	Diploid	4213.03	NKX2-1: Diploid
TCGA-MI-A75E-01	Diploid	3537.08	NKX2-1: Diploid
TCGA-MI-A75G-01	Diploid	2967.17	NKX2-1: Diploid
TCGA-MI-A75H-01	Diploid	4202.97	NKX2-1: Diploid
TCGA-MI-A75I-01	Diploid	3417.39	NKX2-1: Diploid
TCGA-MR-A520-01	Diploid	4318.81	NKX2-1: Diploid
TCGA-MR-A8JO-01	Diploid	3893.78	NKX2-1: Diploid
TCGA-NI-A4U2-01	Diploid	3882.97	NKX2-1: Diploid
TCGA-NI-A8LF-01	Diploid	3167.23	NKX2-1: Diploid
TCGA-O8-A75V-01	Diploid	3648.54	NKX2-1: Diploid
TCGA-QA-A7B7-01	Diploid	4948.25	NKX2-1: Diploid
TCGA-RC-A6M3-01	Diploid	4189.48	NKX2-1: Diploid
TCGA-RC-A6M4-01	Diploid	4881.03	NKX2-1: Diploid
TCGA-RC-A7S9-01	Diploid	3392.28	NKX2-1: Diploid
TCGA-RC-A7SB-01	Diploid	3128.75	NKX2-1: Diploid
TCGA-RC-A7SH-01	Diploid	3856.63	NKX2-1: Diploid
TCGA-UB-A7MA-01	Diploid	2574.41	NKX2-1: Diploid
TCGA-UB-A7MB-01	Diploid	3622.19	NKX2-1: Diploid
TCGA-UB-A7MC-01	Diploid	2635.33	NKX2-1: Diploid
TCGA-UB-A7MD-01	Diploid	2940.13	NKX2-1: Diploid
TCGA-UB-A7MF-01	Diploid	4638.13	NKX2-1: Diploid
TCGA-UB-AA0U-01	Diploid	2149.72	NKX2-1: Diploid
TCGA-UB-AA0V-01	Diploid	2370.66	NKX2-1: Diploid
TCGA-WJ-A86L-01	Diploid	2593.21	NKX2-1: Diploid
TCGA-WX-AA46-01	Diploid	2905.11	NKX2-1: Diploid
TCGA-WX-AA47-01	Diploid	7532.04	NKX2-1: Diploid
TCGA-XR-A8TD-01	Diploid	4355.58	NKX2-1: Diploid
TCGA-XR-A8TE-01	Diploid	3416.9	NKX2-1: Diploid
TCGA-XR-A8TF-01	Diploid	4679.92	NKX2-1: Diploid
TCGA-ZP-A9CV-01	Diploid	2635.96	NKX2-1: Diploid
TCGA-ZP-A9CY-01	Diploid	3240.98	NKX2-1: Diploid
TCGA-ZP-A9CZ-01	Diploid	3712.56	NKX2-1: Diploid
TCGA-ZP-A9D0-01	Diploid	5113.9	NKX2-1: Diploid
TCGA-ZP-A9D1-01	Diploid	3011.58	NKX2-1: Diploid
TCGA-ZP-A9D4-01	Diploid	3129.97	NKX2-1: Diploid
TCGA-ZS-A9CD-01	Diploid	3078.89	NKX2-1: Diploid
TCGA-ZS-A9CE-01	Diploid	4031.73	NKX2-1: Diploid
TCGA-ZS-A9CF-01	Diploid	2627.84	NKX2-1: Diploid
TCGA-ZS-A9CG-01	Diploid	3928.71	NKX2-1: Diploid
TCGA-05-4249-01	Diploid	1699.29	NKX2-1: Diploid
TCGA-05-4250-01	Diploid	2080.74	NKX2-1: Diploid
TCGA-05-4382-01	Diploid	1831.16	NKX2-1: Diploid
TCGA-05-4384-01	Diploid	2166.77	NKX2-1: Diploid
TCGA-05-4395-01	Diploid	2310.73	NKX2-1: Diploid
TCGA-05-4397-01	Diploid	1374.49	NKX2-1: Diploid
TCGA-05-4403-01	Diploid	2049.76	NKX2-1: Diploid
TCGA-05-4410-01	Diploid	1703.36	NKX2-1: Diploid
TCGA-05-4420-01	Diploid	1935.31	NKX2-1: Diploid
TCGA-05-4425-01	Diploid	1800.22	NKX2-1: Diploid
TCGA-05-4426-01	Diploid	2655.5	NKX2-1: Diploid
TCGA-05-4430-01	Diploid	1686.12	NKX2-1: Diploid
TCGA-05-4433-01	Diploid	1844.63	NKX2-1: Diploid
TCGA-05-4434-01	Diploid	2140.63	NKX2-1: Diploid
TCGA-05-5428-01	Diploid	2388.49	NKX2-1: Diploid
TCGA-05-5429-01	Diploid	2174.79	NKX2-1: Diploid
TCGA-35-3615-01	Diploid	3598.77	NKX2-1: Diploid
TCGA-35-4122-01	Diploid	1354.27	NKX2-1: Diploid
TCGA-38-4626-01	Diploid	2229.96	NKX2-1: Diploid
TCGA-38-4631-01	Diploid	1496.53	NKX2-1: Diploid
TCGA-38-6178-01	Diploid	1878.32	NKX2-1: Diploid
TCGA-38-7271-01	Diploid	2510.25	NKX2-1: Diploid
TCGA-38-A44F-01	Diploid	2212.33	NKX2-1: Diploid
TCGA-44-2655-01	Diploid	2106.44	NKX2-1: Diploid
TCGA-44-2656-01	Diploid	2299.42	NKX2-1: Diploid
TCGA-44-2657-01	Diploid	1962.42	NKX2-1: Diploid
TCGA-44-2665-01	Diploid	2092.5	NKX2-1: Diploid
TCGA-44-2666-01	Diploid	3351.06	NKX2-1: Diploid
TCGA-44-3396-01	Diploid	1665.47	NKX2-1: Diploid
TCGA-44-3919-01	Diploid	1986.34	NKX2-1: Diploid
TCGA-44-5644-01	Diploid	1556.77	NKX2-1: Diploid
TCGA-44-5645-01	Diploid	2039.01	NKX2-1: Diploid
TCGA-44-6148-01	Diploid	1856.7	NKX2-1: Diploid
TCGA-44-6776-01	Diploid	2096.26	NKX2-1: Diploid
TCGA-44-6777-01	Diploid	2109.94	NKX2-1: Diploid
TCGA-44-7661-01	Diploid	1665.52	NKX2-1: Diploid
TCGA-44-8117-01	Diploid	2382.71	NKX2-1: Diploid
TCGA-44-8120-01	Diploid	2471.5	NKX2-1: Diploid
TCGA-44-A47G-01	Diploid	2008.63	NKX2-1: Diploid
TCGA-49-4494-01	Diploid	2018.31	NKX2-1: Diploid
